"OID","HOSPCODE","TBLNAME","YEARMONTH","TOTAL","DATEUPDATE"
"4495","09353","PRENATAL","201406","21","17/7/2014 19:25:31"
"4496","09354","PRENATAL","201406","11","17/7/2014 19:25:31"
"4497","09355","PRENATAL","201406","3","17/7/2014 19:25:31"
"4498","09356","PRENATAL","201406","30","17/7/2014 19:25:31"
"4499","09357","PRENATAL","201406","2","17/7/2014 19:25:31"
"4500","09358","PRENATAL","201406","19","17/7/2014 19:25:31"
"4501","09359","PRENATAL","201406","7","17/7/2014 19:25:31"
"4502","09360","PRENATAL","201406","2","17/7/2014 19:25:31"
"4503","09361","PRENATAL","201406","14","17/7/2014 19:25:31"
"4504","09362","PRENATAL","201406","1","17/7/2014 19:25:31"
"4505","09363","PRENATAL","201406","3","17/7/2014 19:25:31"
"4506","09364","PRENATAL","201406","17","17/7/2014 19:25:31"
"4507","09366","PRENATAL","201406","9","17/7/2014 19:25:31"
"4508","09367","PRENATAL","201406","6","17/7/2014 19:25:31"
"4509","09368","PRENATAL","201406","15","17/7/2014 19:25:31"
"4510","09369","PRENATAL","201406","1","17/7/2014 19:25:31"
"4511","09370","PRENATAL","201406","10","17/7/2014 19:25:31"
"4512","09371","PRENATAL","201406","23","17/7/2014 19:25:31"
"4513","09372","PRENATAL","201406","2","17/7/2014 19:25:31"
"4514","09373","PRENATAL","201406","1","17/7/2014 19:25:31"
"4515","09374","PRENATAL","201406","9","17/7/2014 19:25:31"
"4516","09375","PRENATAL","201406","14","17/7/2014 19:25:31"
"4517","09376","PRENATAL","201406","6","17/7/2014 19:25:31"
"4518","09377","PRENATAL","201406","25","17/7/2014 19:25:31"
"4519","09378","PRENATAL","201406","13","17/7/2014 19:25:31"
"4520","09379","PRENATAL","201406","15","17/7/2014 19:25:31"
"4521","09380","PRENATAL","201406","24","17/7/2014 19:25:31"
"4522","09381","PRENATAL","201406","9","17/7/2014 19:25:31"
"4523","09382","PRENATAL","201406","13","17/7/2014 19:25:31"
"4524","09383","PRENATAL","201406","10","17/7/2014 19:25:31"
"4525","09384","PRENATAL","201406","2","17/7/2014 19:25:31"
"4526","09385","PRENATAL","201406","9","17/7/2014 19:25:31"
"4527","09386","PRENATAL","201406","4","17/7/2014 19:25:31"
"4528","09387","PRENATAL","201406","11","17/7/2014 19:25:31"
"4529","09388","PRENATAL","201406","17","17/7/2014 19:25:31"
"4530","09389","PRENATAL","201406","12","17/7/2014 19:25:31"
"4531","09391","PRENATAL","201406","39","17/7/2014 19:25:31"
"4532","09393","PRENATAL","201406","4","17/7/2014 19:25:31"
"4533","09394","PRENATAL","201406","8","17/7/2014 19:25:31"
"4534","09395","PRENATAL","201406","23","17/7/2014 19:25:31"
"4535","09396","PRENATAL","201406","13","17/7/2014 19:25:31"
"4536","09397","PRENATAL","201406","1","17/7/2014 19:25:31"
"4537","09398","PRENATAL","201406","19","17/7/2014 19:25:31"
"4538","09399","PRENATAL","201406","11","17/7/2014 19:25:31"
"4539","09400","PRENATAL","201406","3","17/7/2014 19:25:31"
"4540","09401","PRENATAL","201406","16","17/7/2014 19:25:31"
"4541","09402","PRENATAL","201406","1","17/7/2014 19:25:31"
"4542","09403","PRENATAL","201406","5","17/7/2014 19:25:31"
"4543","09404","PRENATAL","201406","17","17/7/2014 19:25:31"
"4544","09405","PRENATAL","201406","18","17/7/2014 19:25:31"
"4545","09406","PRENATAL","201406","9","17/7/2014 19:25:31"
"4546","09407","PRENATAL","201406","6","17/7/2014 19:25:31"
"4547","09410","PRENATAL","201406","9","17/7/2014 19:25:31"
"4548","09411","PRENATAL","201406","18","17/7/2014 19:25:31"
"4549","09412","PRENATAL","201406","38","17/7/2014 19:25:31"
"4550","09413","PRENATAL","201406","2","17/7/2014 19:25:31"
"4551","09414","PRENATAL","201406","4","17/7/2014 19:25:31"
"4552","09415","PRENATAL","201406","13","17/7/2014 19:25:31"
"4553","09416","PRENATAL","201406","16","17/7/2014 19:25:31"
"4554","09417","PRENATAL","201406","2","17/7/2014 19:25:31"
"4555","09418","PRENATAL","201406","28","17/7/2014 19:25:31"
"4556","09419","PRENATAL","201406","11","17/7/2014 19:25:31"
"4557","09420","PRENATAL","201406","44","17/7/2014 19:25:31"
"4558","09421","PRENATAL","201406","36","17/7/2014 19:25:31"
"4559","09422","PRENATAL","201406","23","17/7/2014 19:25:31"
"4560","09423","PRENATAL","201406","34","17/7/2014 19:25:31"
"4561","09424","PRENATAL","201406","16","17/7/2014 19:25:31"
"4562","09425","PRENATAL","201406","22","17/7/2014 19:25:31"
"4563","09426","PRENATAL","201406","27","17/7/2014 19:25:31"
"4564","09427","PRENATAL","201406","39","17/7/2014 19:25:31"
"4565","09428","PRENATAL","201406","59","17/7/2014 19:25:31"
"4566","09429","PRENATAL","201406","15","17/7/2014 19:25:31"
"4567","09430","PRENATAL","201406","18","17/7/2014 19:25:31"
"4568","09431","PRENATAL","201406","24","17/7/2014 19:25:31"
"4569","09432","PRENATAL","201406","20","17/7/2014 19:25:31"
"4570","09433","PRENATAL","201406","8","17/7/2014 19:25:31"
"4571","09434","PRENATAL","201406","73","17/7/2014 19:25:31"
"4572","11375","PRENATAL","201406","7","17/7/2014 19:25:31"
"4573","11377","PRENATAL","201406","4","17/7/2014 19:25:31"
"4574","11378","PRENATAL","201406","10","17/7/2014 19:25:31"
"4575","11379","PRENATAL","201406","3","17/7/2014 19:25:31"
"4576","11380","PRENATAL","201406","2","17/7/2014 19:25:31"
"4577","11382","PRENATAL","201406","1","17/7/2014 19:25:31"
"4578","11383","PRENATAL","201406","1","17/7/2014 19:25:31"
"4579","14091","PRENATAL","201406","9","17/7/2014 19:25:31"
"4580","14092","PRENATAL","201406","2","17/7/2014 19:25:31"
"4581","14093","PRENATAL","201406","9","17/7/2014 19:25:31"
"4582","14094","PRENATAL","201406","11","17/7/2014 19:25:31"
"4583","14913","PRENATAL","201406","4","17/7/2014 19:25:31"
"4584","14914","PRENATAL","201406","1","17/7/2014 19:25:31"
"4585","15046","PRENATAL","201406","1","17/7/2014 19:25:31"
"4586","77765","PRENATAL","201406","3","17/7/2014 19:25:31"
"4616","09348","LABOR","201406","2","17/7/2014 19:25:32"
"4617","09353","LABOR","201406","1","17/7/2014 19:25:32"
"4618","09354","LABOR","201406","1","17/7/2014 19:25:32"
"4619","09355","LABOR","201406","2","17/7/2014 19:25:32"
"4620","09356","LABOR","201406","4","17/7/2014 19:25:32"
"4621","09359","LABOR","201406","1","17/7/2014 19:25:32"
"4622","09360","LABOR","201406","4","17/7/2014 19:25:32"
"4623","09361","LABOR","201406","2","17/7/2014 19:25:32"
"4624","09363","LABOR","201406","1","17/7/2014 19:25:32"
"4625","09364","LABOR","201406","1","17/7/2014 19:25:32"
"4626","09366","LABOR","201406","3","17/7/2014 19:25:32"
"4627","09368","LABOR","201406","1","17/7/2014 19:25:32"
"4628","09370","LABOR","201406","2","17/7/2014 19:25:32"
"4629","09371","LABOR","201406","3","17/7/2014 19:25:32"
"4630","09372","LABOR","201406","1","17/7/2014 19:25:32"
"4631","09376","LABOR","201406","1","17/7/2014 19:25:32"
"4632","09377","LABOR","201406","1","17/7/2014 19:25:32"
"4633","09379","LABOR","201406","1","17/7/2014 19:25:32"
"4634","09380","LABOR","201406","4","17/7/2014 19:25:32"
"4635","09391","LABOR","201406","1","17/7/2014 19:25:32"
"4636","09396","LABOR","201406","1","17/7/2014 19:25:32"
"4637","09403","LABOR","201406","1","17/7/2014 19:25:32"
"4638","09405","LABOR","201406","1","17/7/2014 19:25:32"
"4639","09407","LABOR","201406","3","17/7/2014 19:25:32"
"4640","09412","LABOR","201406","4","17/7/2014 19:25:32"
"4641","09414","LABOR","201406","1","17/7/2014 19:25:32"
"4642","09420","LABOR","201406","3","17/7/2014 19:25:32"
"4643","09421","LABOR","201406","2","17/7/2014 19:25:32"
"4644","09422","LABOR","201406","1","17/7/2014 19:25:32"
"4645","09423","LABOR","201406","3","17/7/2014 19:25:32"
"4646","09427","LABOR","201406","3","17/7/2014 19:25:32"
"4647","09428","LABOR","201406","2","17/7/2014 19:25:32"
"4648","09429","LABOR","201406","1","17/7/2014 19:25:32"
"4649","09433","LABOR","201406","2","17/7/2014 19:25:32"
"4650","09434","LABOR","201406","3","17/7/2014 19:25:32"
"4651","11375","LABOR","201406","17","17/7/2014 19:25:32"
"4652","11376","LABOR","201406","10","17/7/2014 19:25:32"
"4653","11377","LABOR","201406","6","17/7/2014 19:25:32"
"4654","11378","LABOR","201406","22","17/7/2014 19:25:32"
"4655","11379","LABOR","201406","87","17/7/2014 19:25:32"
"4656","11380","LABOR","201406","3","17/7/2014 19:25:32"
"4657","11381","LABOR","201406","11","17/7/2014 19:25:32"
"4658","11383","LABOR","201406","2","17/7/2014 19:25:32"
